Date,Price_g,Price_oz
2017-05-17,"4,158.98","129,359"
2017-05-18,"4,160.32","129,401"
2017-05-19,"4,175.97","129,887"
2017-05-22,"4,184.92","130,166"
2017-05-23,"4,171.53","129,749"
2017-05-24,"4,192.56","130,403"
2017-05-25,"4,173.81","129,820"
2017-05-26,"4,199.57","130,621"
2017-05-29,"4,203.09","130,731"
2017-05-30,"4,200.45","130,648"
2017-05-31,"4,210.86","130,972"
2017-06-01,"4,202.12","130,701"
2017-06-02,"4,244.60","132,022"
2017-06-05,"4,237.54","131,802"
2017-06-06,"4,289.61","133,422"
2017-06-07,"4,259.38","132,481"
2017-06-08,"4,230.04","131,569"
2017-06-09,"4,186.50","130,215"
2017-06-12,"4,197.17","130,547"
2017-06-13,"4,191.52","130,371"
2017-06-14,"4,170.41","129,714"
2017-06-15,"4,157.00","129,297"
2017-06-16,"4,154.68","129,225"
2017-06-19,"4,119.34","128,126"
2017-06-20,"4,121.99","128,208"
2017-06-21,"4,136.91","128,672"
2017-06-22,"4,153.20","129,179"
2017-06-23,"4,171.15","129,737"
2017-06-26,"4,129.76","128,450"
2017-06-27,"4,137.73","128,698"
2017-06-28,"4,151.17","129,116"
2017-06-29,"4,140.45","128,782"
2017-06-30,"4,128.27","128,404"
2017-07-03,"4,072.26","126,662"
2017-07-04,"4,074.40","126,728"
2017-07-05,"4,089.47","127,197"
2017-07-06,"4,081.17","126,939"
2017-07-07,"4,029.77","125,340"
2017-07-10,"4,031.09","125,381"
2017-07-11,"4,044.66","125,803"
2017-07-12,"4,051.52","126,016"
2017-07-13,"4,036.17","125,539"
2017-07-14,"4,075.29","126,756"
2017-07-17,"4,087.13","127,124"
2017-07-18,"4,111.53","127,883"
2017-07-19,"4,106.34","127,721"
2017-07-20,"4,126.61","128,352"
2017-07-21,"4,153.72","129,195"
2017-07-24,"4,155.03","129,236"
2017-07-25,"4,136.72","128,666"
2017-07-26,"4,175.68","129,878"
2017-07-27,"4,151.77","129,134"
2017-07-28,"4,189.55","130,309"
2017-07-31,"4,189.54","130,309"
2017-08-01,"4,183.14","130,110"
2017-08-02,"4,145.76","128,947"
2017-08-03,"4,155.02","129,236"
2017-08-04,"4,119.35","128,126"
2017-08-07,"4,129.52","128,442"
2017-08-08,"4,126.31","128,343"
2017-08-09,"4,195.48","130,494"
2017-08-10,"4,241.27","131,918"
2017-08-11,"4,253.09","132,286"
2017-08-14,"4,228.36","131,517"
2017-08-15,"4,195.93","130,508"
2017-08-16,"4,234.35","131,703"
2017-08-17,"4,250.23","132,197"
2017-08-18,"4,237.91","131,814"
2017-08-21,"4,258.98","132,469"
2017-08-22,"4,238.60","131,835"
2017-08-23,"4,257.26","132,416"
2017-08-24,"4,237.81","131,811"
2017-08-25,"4,252.72","132,274"
2017-08-28,"4,307.87","133,990"
2017-08-29,"4,312.10","134,121"
2017-08-30,"4,306.03","133,932"
2017-08-31,"4,347.55","135,224"
2017-09-01,"4,363.64","135,724"
2017-09-04,"4,398.25","136,801"
2017-09-05,"4,417.20","137,390"
2017-09-06,"4,400.57","136,873"
2017-09-07,"4,445.43","138,268"
2017-09-08,"4,422.86","137,566"
2017-09-11,"4,364.08","135,738"
2017-09-12,"4,387.44","136,465"
2017-09-13,"4,355.63","135,475"
2017-09-14,"4,384.84","136,384"
2017-09-15,"4,352.59","135,381"
2017-09-18,"4,312.87","134,145"
2017-09-19,"4,338.05","134,928"
2017-09-20,"4,302.10","133,810"
2017-09-21,"4,304.49","133,885"
2017-09-22,"4,322.74","134,452"
2017-09-25,"4,390.82","136,570"
2017-09-26,"4,352.80","135,387"
2017-09-27,"4,329.29","134,656"
2017-09-28,"4,338.88","134,954"
2017-09-29,"4,298.48","133,698"
2017-10-02,"4,268.26","132,758"
2017-10-03,"4,282.48","133,200"
2017-10-04,"4,261.67","132,553"
2017-10-05,"4,245.69","132,056"
2017-10-06,"4,287.86","133,367"
2017-10-09,"4,318.41","134,318"
2017-10-10,"4,322.68","134,450"
2017-10-11,"4,329.78","134,671"
2017-10-12,"4,332.07","134,742"
2017-10-13,"4,357.63","135,537"
2017-10-16,"4,313.18","134,155"
2017-10-17,"4,292.63","133,516"
2017-10-18,"4,290.88","133,461"
2017-10-19,"4,319.81","134,361"
2017-10-20,"4,288.64","133,392"
2017-10-23,"4,287.11","133,344"
2017-10-24,"4,274.29","132,945"
2017-10-25,"4,267.85","132,745"
2017-10-26,"4,225.86","131,439"
2017-10-27,"4,259.92","132,498"
2017-10-30,"4,258.12","132,442"
2017-10-31,"4,237.55","131,803"
2017-11-01,"4,234.76","131,716"
2017-11-02,"4,244.51","132,019"
2017-11-03,"4,219.51","131,241"
2017-11-06,"4,267.80","132,743"
2017-11-07,"4,262.95","132,593"
2017-11-08,"4,282.57","133,203"
2017-11-09,"4,294.04","133,559"
2017-11-10,"4,268.13","132,754"
2017-11-13,"4,302.75","133,830"
2017-11-14,"4,308.41","134,006"
2017-11-15,"4,290.54","133,451"
2017-11-16,"4,292.83","133,522"
2017-11-17,"4,332.12","134,744"
2017-11-20,"4,276.28","133,007"
2017-11-21,"4,276.00","132,998"
2017-11-22,"4,316.37","134,254"
2017-11-23,"4,294.57","133,576"
2017-11-24,"4,286.88","133,337"
2017-11-27,"4,298.84","133,709"
2017-11-28,"4,289.49","133,418"
2017-11-29,"4,234.77","131,716"
2017-11-30,"4,227.83","131,500"
2017-12-01,"4,246.99","132,096"
2017-12-04,"4,227.20","131,481"
2017-12-05,"4,193.90","130,445"
2017-12-06,"4,197.07","130,544"
2017-12-07,"4,143.46","128,876"
2017-12-08,"4,139.89","128,765"
2017-12-11,"4,112.36","127,909"
2017-12-12,"4,123.44","128,253"
2017-12-13,"4,162.58","129,471"
2017-12-14,"4,148.53","129,034"
2017-12-15,"4,136.39","128,656"
2017-12-18,"4,166.09","129,580"
2017-12-19,"4,150.67","129,100"
2017-12-20,"4,172.40","129,776"
2017-12-21,"4,175.35","129,868"
2017-12-22,"4,202.97","130,727"
2017-12-25,"4,202.70","130,719"
2017-12-26,"4,234.98","131,723"
2017-12-27,"4,246.88","132,093"
2017-12-28,"4,269.50","132,796"
2017-12-29,"4,277.56","133,047"
2018-01-02,"4,300.14","133,749"
2018-01-03,"4,293.04","133,528"
2018-01-04,"4,330.80","134,703"
2018-01-05,"4,302.28","133,816"
2018-01-08,"4,307.34","133,973"
2018-01-09,"4,296.18","133,626"
2018-01-10,"4,308.71","134,016"
2018-01-11,"4,330.04","134,679"
2018-01-12,"4,371.61","135,972"
2018-01-15,"4,377.14","136,144"
2018-01-16,"4,410.61","137,185"
2018-01-17,"4,357.16","135,523"
2018-01-18,"4,350.95","135,330"
2018-01-19,"4,368.02","135,860"
2018-01-22,"4,381.50","136,280"
2018-01-23,"4,396.74","136,754"
2018-01-24,"4,449.81","138,405"
2018-01-25,"4,407.19","137,079"
2018-01-26,"4,422.37","137,551"
2018-01-29,"4,368.28","135,869"
2018-01-30,"4,382.44","136,309"
2018-01-31,"4,400.96","136,885"
2018-02-01,"4,430.00","137,788"
2018-02-02,"4,393.61","136,657"
2018-02-05,"4,421.01","137,509"
2018-02-06,"4,374.96","136,076"
2018-02-07,"4,361.88","135,670"
2018-02-08,"4,360.82","135,637"
2018-02-09,"4,360.67","135,632"
2018-02-12,"4,376.79","136,133"
2018-02-13,"4,398.05","136,795"
2018-02-14,"4,451.21","138,448"
2018-02-15,"4,451.14","138,446"
2018-02-16,"4,466.08","138,911"
2018-02-19,"4,449.39","138,392"
2018-02-20,"4,426.97","137,694"
2018-02-21,"4,408.44","137,118"
2018-02-22,"4,453.97","138,534"
2018-02-23,"4,424.20","137,608"
2018-02-26,"4,426.57","137,682"
2018-02-27,"4,401.10","136,889"
2018-02-28,"4,422.86","137,566"
2018-03-01,"4,419.33","137,456"
2018-03-02,"4,437.36","138,017"
2018-03-05,"4,422.53","137,556"
2018-03-06,"4,469.97","139,032"
2018-03-07,"4,419.41","137,459"
2018-03-08,"4,426.53","137,680"
2018-03-09,"4,435.48","137,959"
2018-03-12,"4,426.10","137,667"
2018-03-13,"4,444.08","138,226"
2018-03-14,"4,420.01","137,478"
2018-03-15,"4,384.92","136,386"
2018-03-16,"4,391.74","136,598"
2018-03-19,"4,402.55","136,934"
2018-03-20,"4,388.93","136,511"
2018-03-21,"4,469.10","139,004"
2018-03-22,"4,458.18","138,665"
2018-03-23,"4,507.15","140,188"
2018-03-26,"4,516.86","140,490"
2018-03-27,"4,493.90","139,776"
2018-03-28,"4,445.85","138,281"
2018-03-29,"4,445.76","138,278"
2018-04-02,"4,484.26","139,476"
2018-04-03,"4,459.35","138,701"
2018-04-04,"4,470.34","139,043"
2018-04-05,"4,435.73","137,967"
2018-04-06,"4,456.02","138,598"
2018-04-09,"4,469.14","139,006"
2018-04-10,"4,484.21","139,475"
2018-04-11,"4,540.07","141,212"
2018-04-12,"4,485.49","139,514"
2018-04-13,"4,514.50","140,417"
2018-04-16,"4,532.33","140,971"
2018-04-17,"4,550.03","141,522"
2018-04-18,"4,554.81","141,670"
2018-04-19,"4,551.36","141,563"
2018-04-20,"4,535.05","141,056"
2018-04-23,"4,529.96","140,898"
2018-04-24,"4,542.27","141,281"
2018-04-25,"4,551.92","141,580"
2018-04-26,"4,523.69","140,703"
2018-04-27,"4,541.42","141,254"
2018-04-30,"4,525.63","140,763"
2018-05-01,"4,468.11","138,974"
2018-05-02,"4,471.13","139,068"
2018-05-03,"4,505.26","140,129"
2018-05-04,"4,516.56","140,481"
2018-05-07,"4,521.18","140,624"
2018-05-08,"4,536.70","141,107"
2018-05-09,"4,535.07","141,057"
2018-05-10,"4,573.18","142,242"
2018-05-11,"4,562.81","141,919"
2018-05-14,"4,537.86","141,143"
2018-05-15,"4,462.01","138,784"
2018-05-16,"4,506.05","140,154"
2018-05-17,"4,499.63","139,954"
2018-05-18,"4,504.47","140,105"
2018-05-21,"4,531.41","140,943"
2018-05-22,"4,518.72","140,548"
2018-05-23,"4,541.97","141,271"
2018-05-24,"4,573.86","142,263"
2018-05-25,"4,563.32","141,935"
2018-05-28,"4,552.05","141,584"
2018-05-29,"4,553.89","141,642"
2018-05-30,"4,558.58","141,788"
2018-05-31,"4,546.83","141,422"
2018-06-01,"4,529.11","140,871"
2018-06-04,"4,476.77","139,243"
2018-06-05,"4,485.10","139,502"
2018-06-06,"4,488.05","139,594"
2018-06-07,"4,478.11","139,285"
2018-06-08,"4,482.96","139,436"
2018-06-11,"4,508.21","140,221"
2018-06-12,"4,498.13","139,907"
2018-06-13,"4,510.70","140,298"
2018-06-14,"4,519.78","140,581"
2018-06-15,"4,441.13","138,135"
2018-06-18,"4,436.58","137,993"
2018-06-19,"4,448.74","138,371"
2018-06-20,"4,436.44","137,989"
2018-06-21,"4,439.89","138,096"
2018-06-22,"4,449.15","138,384"
2018-06-25,"4,425.58","137,651"
2018-06-26,"4,401.36","136,898"
2018-06-27,"4,376.16","136,114"
2018-06-28,"4,362.56","135,691"
2018-06-29,"4,407.48","137,088"
2018-07-02,"4,372.38","135,996"
2018-07-03,"4,430.11","137,792"
2018-07-04,"4,438.16","138,042"
2018-07-05,"4,437.01","138,006"
2018-07-06,"4,432.91","137,879"
2018-07-09,"4,446.44","138,300"
2018-07-10,"4,442.50","138,177"
2018-07-11,"4,394.98","136,699"
2018-07-12,"4,415.87","137,349"
2018-07-13,"4,396.31","136,741"
2018-07-16,"4,393.97","136,668"
2018-07-17,"4,329.37","134,659"
2018-07-18,"4,333.38","134,783"
2018-07-19,"4,315.03","134,212"
2018-07-20,"4,351.33","135,342"
2018-07-23,"4,317.34","134,284"
2018-07-24,"4,319.31","134,346"
2018-07-25,"4,349.68","135,290"
2018-07-26,"4,319.37","134,348"
2018-07-27,"4,329.58","134,665"
2018-07-30,"4,321.67","134,419"
2018-07-31,"4,321.49","134,413"
2018-08-01,"4,289.56","133,420"
2018-08-02,"4,263.08","132,597"
2018-08-03,"4,285.51","133,294"
2018-08-06,"4,265.69","132,678"
2018-08-07,"4,281.99","133,185"
2018-08-08,"4,289.29","133,412"
2018-08-09,"4,281.05","133,155"
2018-08-10,"4,277.23","133,037"
2018-08-13,"4,215.24","131,109"
2018-08-14,"4,216.62","131,152"
2018-08-15,"4,149.39","129,061"
2018-08-16,"4,146.19","128,961"
2018-08-17,"4,183.20","130,112"
2018-08-20,"4,291.34","133,476"
2018-08-21,"4,299.22","133,721"
2018-08-22,"4,292.78","133,520"
2018-08-23,"4,255.44","132,359"
2018-08-24,"4,322.07","134,431"
2018-08-27,"4,339.77","134,982"
2018-08-28,"4,304.91","133,898"
2018-08-29,"4,324.30","134,501"
2018-08-30,"4,300.30","133,754"
2018-08-31,"4,304.36","133,881"
2018-09-03,"4,305.09","133,903"
2018-09-04,"4,270.05","132,813"
2018-09-05,"4,288.86","133,399"
2018-09-06,"4,300.77","133,769"
2018-09-07,"4,285.41","133,291"
2018-09-10,"4,285.84","133,304"
2018-09-11,"4,295.38","133,601"
2018-09-12,"4,481.39","139,387"
2018-09-13,"4,464.84","138,872"
2018-09-14,"4,433.56","137,899"
2018-09-17,"4,462.61","138,803"
2018-09-18,"4,453.07","138,506"
2018-09-19,"4,473.05","139,127"
2018-09-20,"4,486.94","139,559"
2018-09-21,"4,457.20","138,634"
2018-09-24,"4,470.53","139,049"
2018-09-25,"4,485.77","139,523"
2018-09-26,"4,491.87","139,713"
2018-09-28,"4,451.22","138,448"
2018-10-01,"4,437.97","138,036"
2018-10-02,"4,492.45","139,731"
2018-10-03,"4,469.79","139,026"
2018-10-04,"4,478.62","139,301"
2018-10-05,"4,489.67","139,644"
2018-10-08,"4,435.65","137,964"
2018-10-09,"4,441.44","138,144"
2018-10-10,"4,459.93","138,719"
2018-10-11,"4,570.71","142,165"
2018-10-12,"4,547.51","141,443"
2018-10-15,"4,580.54","142,471"
2018-10-16,"4,571.15","142,179"
2018-10-17,"4,560.57","141,850"
2018-10-18,"4,576.53","142,346"
2018-10-19,"4,578.44","142,405"
2018-10-22,"4,562.17","141,899"
2018-10-23,"4,595.03","142,921"
2018-10-24,"4,609.42","143,369"
2018-10-25,"4,599.62","143,064"
2018-10-26,"4,605.63","143,251"
2018-10-29,"4,591.07","142,798"
2018-10-30,"4,566.43","142,032"
2018-10-31,"4,535.76","141,078"
2018-11-01,"4,603.69","143,191"
2018-11-02,"4,602.95","143,168"
2018-11-05,"4,621.41","143,742"
2018-11-06,"4,601.19","143,113"
2018-11-07,"4,594.72","142,912"
2018-11-08,"4,584.75","142,602"
2018-11-09,"4,526.82","140,800"
2018-11-12,"4,491.09","139,689"
2018-11-13,"4,493.81","139,773"
2018-11-14,"4,528.48","140,851"
2018-11-15,"4,537.48","141,131"
2018-11-16,"4,569.58","142,130"
2018-11-19,"4,509.98","140,276"
2018-11-20,"4,493.83","139,774"
2018-11-21,"4,508.95","140,244"
2018-11-22,"4,512.02","140,339"
2018-11-23,"4,496.58","139,859"
2018-11-26,"4,448.61","138,367"
2018-11-27,"4,421.97","137,539"
2018-11-28,"4,444.82","138,249"
2018-11-29,"4,454.11","138,538"
2018-11-30,"4,447.80","138,342"
2018-12-03,"4,424.61","137,621"
2018-12-04,"4,452.49","138,488"
2018-12-05,"4,447.96","138,347"
2018-12-06,"4,449.92","138,408"
2018-12-07,"4,493.23","139,755"
2018-12-10,"4,520.90","140,616"
2018-12-11,"4,514.03","140,402"
2018-12-12,"4,525.59","140,762"
2018-12-13,"4,512.80","140,364"
2018-12-14,"4,498.02","139,904"
2018-12-17,"4,526.31","140,784"
2018-12-18,"4,540.21","141,216"
2018-12-19,"4,516.41","140,476"
2018-12-20,"4,578.06","142,394"
2018-12-21,"4,560.92","141,861"
2018-12-24,"4,686.25","145,759"
2018-12-25,"4,692.35","145,949"
2018-12-26,"4,681.41","145,608"
2018-12-27,"4,607.01","143,294"
2018-12-28,"4,619.48","143,682"
2018-12-31,"4,628.04","143,948"
2019-01-02,"4,632.96","144,101"
2019-01-03,"4,663.87","145,063"
2019-01-04,"4,631.48","144,055"
2019-01-07,"4,646.28","144,515"
2019-01-08,"4,633.28","144,111"
2019-01-09,"4,660.45","144,956"
2019-01-10,"4,635.90","144,192"
2019-01-11,"4,640.44","144,334"
2019-01-14,"4,637.92","144,255"
2019-01-15,"4,631.74","144,063"
2019-01-16,"4,645.65","144,496"
2019-01-17,"4,639.99","144,320"
2019-01-18,"4,601.57","143,125"
2019-01-21,"4,680.10","145,567"
2019-01-22,"4,700.33","146,197"
2019-01-23,"4,689.73","145,867"
2019-01-24,"4,685.02","145,720"
2019-01-25,"4,766.82","148,265"
2019-01-28,"4,754.43","147,879"
2019-01-29,"4,779.68","148,665"
2019-01-30,"4,810.02","149,608"
2019-01-31,"4,827.23","150,144"
2019-02-01,"4,827.06","150,138"
2019-02-04,"4,803.67","149,411"
2019-02-05,"4,822.18","149,986"
2019-02-06,"4,800.94","149,326"
2019-02-07,"4,816.12","149,798"
2019-02-08,"4,817.74","149,848"
2019-02-11,"4,791.79","149,041"
2019-02-12,"4,802.79","149,384"
2019-02-13,"4,784.53","148,815"
2019-02-14,"4,795.55","149,158"
2019-02-15,"4,832.32","150,302"
2019-02-18,"4,843.27","150,643"
2019-02-19,"4,896.12","152,286"
2019-02-20,"4,879.48","151,769"
2019-02-21,"4,830.50","150,245"
2019-02-22,"4,846.34","150,738"
2019-02-25,"4,853.37","150,957"
2019-02-26,"4,854.58","150,994"
2019-02-27,"4,820.51","149,935"
2019-02-28,"4,797.99","149,234"
2019-03-01,"4,718.26","146,754"
2019-03-04,"4,693.26","145,977"
2019-03-05,"4,700.37","146,198"
2019-03-06,"4,693.63","145,988"
2019-03-07,"4,689.03","145,845"
2019-03-08,"4,716.77","146,708"
2019-03-11,"4,697.62","146,112"
2019-03-12,"4,726.28","147,004"
2019-03-13,"4,752.37","147,815"
2019-03-14,"4,704.42","146,324"
2019-03-15,"4,724.11","146,936"
2019-03-18,"4,732.39","147,194"
2019-03-19,"4,636.51","144,211"
2019-03-20,"4,664.22","145,073"
2019-03-21,"4,638.40","144,270"
2019-03-22,"4,642.94","144,412"
2019-03-25,"4,678.02","145,503"
2019-03-26,"4,655.39","144,799"
2019-03-27,"4,638.90","144,286"
2019-03-28,"4,571.18","142,179"
2019-03-29,"4,588.89","142,731"
2019-04-01,"4,574.72","142,290"
2019-04-02,"4,594.21","142,896"
2019-04-03,"4,577.97","142,391"
2019-04-04,"4,585.63","142,629"
2019-04-05,"4,583.87","142,574"
2019-04-08,"4,618.66","143,656"
2019-04-09,"4,651.41","144,675"
2019-04-10,"4,665.17","145,103"
2019-04-11,"4,610.14","143,391"
2019-04-12,"4,593.77","142,882"
2019-04-15,"4,591.58","142,814"
2019-04-16,"4,557.33","141,749"
2019-04-17,"4,551.34","141,562"
2019-04-18,"4,555.65","141,697"
2019-04-22,"4,552.70","141,605"
2019-04-23,"4,553.94","141,643"
2019-04-24,"4,564.15","141,961"
2019-04-25,"4,572.03","142,206"
2019-04-26,"4,603.30","143,179"
2019-04-29,"4,605.93","143,260"
2019-04-30,"4,619.81","143,692"
2019-05-01,"4,594.86","142,916"
2019-05-02,"4,562.59","141,913"
2019-05-03,"4,584.12","142,582"
2019-05-06,"4,595.20","142,927"
2019-05-07,"4,607.00","143,294"
2019-05-08,"4,575.63","142,318"
2019-05-09,"4,587.45","142,686"
2019-05-10,"4,593.51","142,874"
2019-05-13,"4,641.96","144,381"
2019-05-14,"4,632.99","144,102"
2019-05-15,"4,631.63","144,060"
2019-05-16,"4,647.34","144,548"
2019-05-17,"4,619.30","143,676"
2019-05-20,"4,621.80","143,754"
2019-05-21,"4,575.05","142,300"
2019-05-22,"4,571.00","142,174"
2019-05-23,"4,607.15","143,298"
2019-05-24,"4,614.88","143,539"
2019-05-27,"4,602.02","143,139"
2019-05-28,"4,579.24","142,430"
2019-05-29,"4,580.11","142,457"
2019-05-30,"4,620.06","143,700"
2019-05-31,"4,687.98","145,813"
2019-06-03,"4,757.28","147,968"
2019-06-04,"4,758.86","148,017"
2019-06-05,"4,775.53","148,535"
2019-06-06,"4,796.47","149,187"
2019-06-07,"4,790.73","149,008"
2019-06-10,"4,745.56","147,604"
2019-06-11,"4,750.34","147,752"
2019-06-12,"4,761.22","148,091"
2019-06-13,"4,795.26","149,149"
2019-06-14,"4,795.49","149,156"
2019-06-17,"4,822.00","149,981"
2019-06-18,"4,835.96","150,415"
2019-06-19,"4,883.29","151,887"
2019-06-20,"4,967.88","154,518"
2019-06-21,"5,013.67","155,942"
2019-06-24,"5,064.68","157,529"
2019-06-25,"5,089.03","158,286"
2019-06-26,"5,009.70","155,819"
2019-06-27,"5,017.63","156,066"
2019-06-28,"5,015.33","155,994"
2019-07-01,"4,930.04","153,341"
2019-07-02,"5,043.58","156,873"
2019-07-03,"5,028.36","156,400"
2019-07-04,"4,984.90","155,048"
2019-07-05,"4,935.71","153,518"
2019-07-08,"4,923.55","153,139"
2019-07-09,"4,925.06","153,186"
2019-07-10,"4,988.13","155,148"
2019-07-11,"4,943.09","153,747"
2019-07-12,"4,979.19","154,870"
2019-07-15,"4,990.20","155,213"
2019-07-16,"4,963.23","154,374"
2019-07-17,"5,048.72","157,033"
2019-07-18,"5,084.91","158,159"
2019-07-19,"5,047.91","157,008"
2019-07-22,"5,055.56","157,245"
2019-07-23,"5,039.16","156,735"
2019-07-24,"5,061.11","157,418"
2019-07-25,"5,012.01","155,891"
2019-07-26,"5,027.33","156,367"
2019-07-29,"5,040.80","156,786"
2019-07-30,"5,064.20","157,514"
2019-07-31,"5,029.74","156,442"
2019-08-01,"5,111.30","158,979"
2019-08-02,"5,126.52","159,452"
2019-08-05,"5,272.55","163,995"
2019-08-06,"5,362.88","166,804"
2019-08-07,"5,445.43","169,372"
2019-08-08,"5,450.78","169,538"
2019-08-09,"5,436.93","169,108"
2019-08-12,"5,533.42","172,109"
2019-08-13,"5,512.95","171,472"
2019-08-14,"5,554.61","172,768"
2019-08-15,"5,613.47","174,599"
2019-08-16,"5,521.97","171,752"
2019-08-19,"5,506.40","171,268"
2019-08-20,"5,538.63","172,271"
2019-08-21,"5,532.33","172,075"
2019-08-22,"5,512.88","171,470"
2019-08-23,"5,576.53","173,449"
2019-08-26,"5,656.37","175,933"
2019-08-27,"5,686.43","176,868"
2019-08-28,"5,700.08","177,292"
2019-08-29,"5,640.11","175,427"
2019-08-30,"5,608.21","174,435"
2019-09-02,"5,616.28","174,686"
2019-09-03,"5,740.02","178,535"
2019-09-04,"5,748.08","178,785"
2019-09-05,"5,621.24","174,840"
2019-09-06,"5,549.74","172,616"
2019-09-09,"5,501.55","171,117"
2019-09-10,"5,489.88","170,754"
2019-09-11,"5,519.27","171,669"
2019-09-12,"5,467.29","170,052"
2019-09-13,"5,435.19","169,053"
2019-09-16,"5,533.27","172,104"
2019-09-17,"5,525.60","171,865"
2019-09-18,"5,480.01","170,447"
2019-09-19,"5,493.81","170,876"
2019-09-20,"5,539.21","172,289"
2019-09-23,"5,543.27","172,415"
2019-09-24,"5,577.87","173,491"
2019-09-25,"5,517.46","171,612"
2019-09-26,"5,490.81","170,783"
2019-09-27,"5,434.41","169,029"
2019-09-30,"5,360.48","166,729"
2019-10-01,"5,388.35","167,597"
2019-10-02,"5,466.15","170,016"
2019-10-03,"5,481.62","170,498"
2019-10-04,"5,486.14","170,638"
2019-10-07,"5,456.27","169,709"
2019-10-08,"5,526.50","171,893"
2019-10-09,"5,504.99","171,224"
2019-10-10,"5,468.75","170,097"
2019-10-11,"5,442.56","169,283"
2019-10-14,"5,471.02","170,168"
2019-10-15,"5,443.04","169,298"
2019-10-16,"5,451.47","169,560"
2019-10-17,"5,456.06","169,702"
2019-10-18,"5,437.91","169,138"
2019-10-21,"5,414.90","168,422"
2019-10-22,"5,441.17","169,239"
2019-10-23,"5,434.19","169,022"
2019-10-24,"5,505.61","171,244"
2019-10-25,"5,505.39","171,237"
2019-10-28,"5,430.48","168,907"
2019-10-29,"5,405.30","168,124"
2019-10-30,"5,432.46","168,968"
2019-10-31,"5,520.67","171,712"
2019-11-01,"5,507.12","171,290"
2019-11-04,"5,514.62","171,524"
2019-11-05,"5,414.98","168,425"
2019-11-06,"5,435.48","169,062"
2019-11-07,"5,372.98","167,118"
2019-11-08,"5,357.22","166,628"
2019-11-11,"5,356.57","166,608"
2019-11-12,"5,367.50","166,948"
2019-11-13,"5,424.21","168,712"
2019-11-14,"5,426.62","168,787"
2019-11-15,"5,411.78","168,325"
2019-11-18,"5,427.21","168,805"
2019-11-19,"5,428.56","168,847"
2019-11-20,"5,426.14","168,772"
2019-11-21,"5,416.30","168,466"
2019-11-22,"5,413.51","168,379"
2019-11-25,"5,368.27","166,972"
2019-11-26,"5,372.97","167,118"
2019-11-27,"5,340.00","166,093"
2019-11-28,"5,359.48","166,698"
2019-11-29,"5,391.60","167,698"
2019-12-02,"5,361.30","166,755"
2019-12-03,"5,444.78","169,352"
2019-12-04,"5,421.85","168,638"
2019-12-05,"5,403.87","168,079"
2019-12-06,"5,364.39","166,851"
2019-12-09,"5,347.51","166,326"
2019-12-10,"5,338.99","166,061"
2019-12-11,"5,350.41","166,416"
2019-12-12,"5,333.54","165,892"
2019-12-13,"5,400.60","167,978"
2019-12-16,"5,388.49","167,601"
2019-12-17,"5,391.82","167,704"
2019-12-18,"5,395.21","167,810"
2019-12-19,"5,407.20","168,183"
2019-12-20,"5,423.84","168,700"
2019-12-23,"5,437.87","169,137"
2019-12-24,"5,493.71","170,874"
2019-12-25,"5,507.75","171,310"
2019-12-26,"5,531.57","172,051"
2019-12-27,"5,534.39","172,139"
2019-12-30,"5,558.07","172,875"
2019-12-31,"5,574.90","173,399"
