Date,Price_g,Price_oz
2014-07-28,"4,032.14","125,414"
2014-07-29,"4,015.48","124,895"
2014-07-30,"4,004.46","124,553"
2014-07-31,"3,989.86","124,099"
2014-08-01,"4,052.21","126,038"
2014-08-04,"4,038.72","125,618"
2014-08-05,"4,054.97","126,124"
2014-08-06,"4,113.34","127,939"
2014-08-07,"4,142.49","128,846"
2014-08-08,"4,121.55","128,195"
2014-08-11,"4,119.45","128,129"
2014-08-12,"4,126.39","128,345"
2014-08-13,"4,133.73","128,573"
2014-08-14,"4,110.18","127,841"
2014-08-15,"4,071.90","126,650"
2014-08-18,"4,064.35","126,415"
2014-08-19,"4,054.26","126,102"
2014-08-20,"4,060.79","126,305"
2014-08-21,"3,979.34","123,771"
2014-08-22,"4,004.58","124,556"
2014-08-25,"3,978.98","123,760"
2014-08-26,"3,993.90","124,224"
2014-08-27,"3,985.85","123,974"
2014-08-28,"4,020.74","125,059"
2014-08-29,"4,024.98","125,191"
2014-09-01,"4,026.17","125,228"
2014-09-02,"3,944.90","122,700"
2014-09-03,"3,950.07","122,861"
2014-09-04,"3,980.76","123,815"
2014-09-05,"3,943.65","122,661"
2014-09-08,"3,908.23","121,560"
2014-09-09,"3,895.99","121,179"
2014-09-10,"3,925.04","122,082"
2014-09-11,"3,894.22","121,124"
2014-09-12,"3,834.10","119,254"
2014-09-15,"3,846.01","119,624"
2014-09-16,"3,868.41","120,321"
2014-09-17,"3,874.24","120,502"
2014-09-18,"3,850.44","119,762"
2014-09-19,"3,821.01","118,847"
2014-09-22,"3,800.22","118,200"
2014-09-23,"3,847.17","119,660"
2014-09-24,"3,849.52","119,734"
2014-09-25,"3,857.28","119,975"
2014-09-26,"3,851.48","119,795"
2014-09-29,"3,842.66","119,520"
2014-09-30,"3,829.67","119,116"
2014-10-01,"3,839.15","119,411"
2014-10-02,"3,833.76","119,243"
2014-10-03,"3,809.58","118,491"
2014-10-06,"3,789.47","117,866"
2014-10-07,"3,799.50","118,178"
2014-10-08,"3,820.30","118,825"
2014-10-09,"3,855.81","119,929"
2014-10-10,"3,879.79","120,675"
2014-10-13,"3,874.91","120,523"
2014-10-14,"3,886.58","120,886"
2014-10-15,"3,863.95","120,182"
2014-10-16,"3,863.23","120,160"
2014-10-17,"3,930.82","122,262"
2014-10-20,"3,925.79","122,106"
2014-10-21,"3,956.03","123,046"
2014-10-22,"3,950.97","122,889"
2014-10-23,"3,884.82","120,831"
2014-10-24,"3,868.11","120,312"
2014-10-26,"3,866.22","120,253"
2014-10-27,"3,856.63","119,954"
2014-10-28,"3,853.41","119,854"
2014-10-29,"3,849.55","119,734"
2014-10-30,"3,814.99","118,659"
2014-10-31,"3,719.40","115,686"
2014-11-03,"3,708.06","115,333"
2014-11-04,"3,675.90","114,333"
2014-11-05,"3,605.63","112,148"
2014-11-06,"3,651.00","113,559"
2014-11-07,"3,786.71","117,780"
2014-11-10,"3,645.09","113,375"
2014-11-11,"3,667.18","114,062"
2014-11-12,"3,687.50","114,694"
2014-11-13,"3,677.13","114,372"
2014-11-14,"3,751.62","116,688"
2014-11-17,"3,784.85","117,722"
2014-11-18,"3,798.23","118,138"
2014-11-19,"3,768.58","117,216"
2014-11-20,"3,803.04","118,288"
2014-11-21,"3,823.25","118,916"
2014-11-24,"3,810.98","118,535"
2014-11-25,"3,811.56","118,553"
2014-11-26,"3,796.70","118,090"
2014-11-27,"3,804.86","118,344"
2014-11-28,"3,733.27","116,118"
2014-12-01,"3,861.90","120,118"
2014-12-02,"3,828.81","119,089"
2014-12-03,"3,853.42","119,855"
2014-12-04,"3,818.14","118,757"
2014-12-05,"3,813.65","118,618"
2014-12-08,"3,812.43","118,580"
2014-12-09,"3,881.99","120,743"
2014-12-10,"3,871.48","120,416"
2014-12-11,"3,954.35","122,994"
2014-12-12,"3,922.24","121,995"
2014-12-15,"3,861.13","120,095"
2014-12-16,"3,845.51","119,609"
2014-12-17,"3,949.38","122,839"
2014-12-18,"3,973.52","123,590"
2014-12-19,"3,893.22","121,093"
2014-12-22,"3,836.94","119,342"
2014-12-23,"3,849.76","119,741"
2014-12-24,"3,840.30","119,447"
2014-12-25,"3,825.68","118,992"
2014-12-26,"3,914.87","121,766"
2014-12-29,"3,885.45","120,851"
2014-12-30,"3,942.26","122,618"
2014-12-31,"3,854.51","119,889"
2015-01-01,"3,858.61","120,016"
2015-01-02,"3,892.38","121,067"
2015-01-05,"3,967.00","123,387"
2015-01-06,"3,985.43","123,961"
2015-01-07,"3,975.51","123,652"
2015-01-08,"3,935.57","122,410"
2015-01-09,"3,910.64","121,634"
2015-01-11,"3,905.99","121,490"
2015-01-12,"3,946.52","122,751"
2015-01-13,"3,945.07","122,705"
2015-01-14,"3,928.49","122,190"
2015-01-15,"4,082.68","126,986"
2015-01-16,"4,117.40","128,065"
2015-01-19,"4,044.50","125,798"
2015-01-20,"4,118.18","128,090"
2015-01-21,"4,084.82","127,052"
2015-01-22,"4,222.91","131,347"
2015-01-23,"4,076.93","126,807"
2015-01-26,"4,050.23","125,976"
2015-01-27,"4,036.30","125,543"
2015-01-28,"4,080.93","126,931"
2015-01-29,"3,984.02","123,917"
2015-01-30,"4,108.16","127,778"
2015-02-02,"4,056.58","126,174"
2015-02-03,"4,002.56","124,494"
2015-02-04,"4,036.22","125,540"
2015-02-05,"4,015.51","124,896"
2015-02-06,"3,918.90","121,891"
2015-02-09,"3,961.89","123,229"
2015-02-10,"3,939.79","122,541"
2015-02-11,"3,901.51","121,351"
2015-02-12,"3,902.10","121,369"
2015-02-13,"3,928.76","122,198"
2015-02-16,"3,939.80","122,541"
2015-02-17,"3,869.32","120,349"
2015-02-18,"3,889.49","120,977"
2015-02-19,"3,868.83","120,334"
2015-02-20,"3,848.51","119,702"
2015-02-23,"3,848.37","119,698"
2015-02-24,"3,848.30","119,696"
2015-02-25,"3,840.03","119,438"
2015-02-26,"3,840.59","119,456"
2015-02-27,"3,859.41","120,041"
2015-03-02,"3,846.11","119,628"
2015-03-03,"3,834.52","119,267"
2015-03-04,"3,840.18","119,443"
2015-03-05,"3,818.31","118,763"
2015-03-06,"3,741.75","116,381"
2015-03-09,"3,755.69","116,815"
2015-03-10,"3,752.14","116,704"
2015-03-11,"3,729.90","116,013"
2015-03-12,"3,712.01","115,457"
2015-03-13,"3,753.77","116,755"
2015-03-16,"3,732.67","116,099"
2015-03-17,"3,707.56","115,318"
2015-03-18,"3,765.69","117,126"
2015-03-19,"3,771.20","117,298"
2015-03-20,"3,798.96","118,161"
2015-03-23,"3,816.96","118,721"
2015-03-24,"3,812.28","118,575"
2015-03-25,"3,838.85","119,402"
2015-03-26,"3,887.87","120,926"
2015-03-27,"3,854.14","119,877"
2015-03-29,"3,847.07","119,657"
2015-03-30,"3,821.06","118,848"
2015-03-31,"3,809.72","118,495"
2015-04-01,"3,876.59","120,575"
2015-04-02,"3,868.74","120,331"
2015-04-03,"3,898.36","121,252"
2015-04-06,"3,826.03","119,003"
2015-04-07,"3,871.63","120,421"
2015-04-08,"3,870.18","120,376"
2015-04-09,"3,854.82","119,898"
2015-04-10,"3,870.70","120,392"
2015-04-13,"3,843.60","119,549"
2015-04-14,"3,792.41","117,957"
2015-04-15,"3,860.90","120,087"
2015-04-16,"3,797.52","118,116"
2015-04-17,"3,863.39","120,165"
2015-04-20,"3,853.76","119,865"
2015-04-21,"3,893.21","121,093"
2015-04-22,"3,812.10","118,570"
2015-04-23,"3,855.85","119,930"
2015-04-24,"3,857.95","119,996"
2015-04-27,"3,895.87","121,175"
2015-04-28,"3,936.01","122,424"
2015-04-29,"3,923.96","122,049"
2015-04-30,"3,806.56","118,397"
2015-05-01,"3,850.33","119,759"
2015-05-04,"3,882.42","120,757"
2015-05-05,"3,897.39","121,222"
2015-05-06,"3,849.38","119,729"
2015-05-07,"3,915.68","121,791"
2015-05-08,"3,913.25","121,716"
2015-05-11,"3,862.41","120,134"
2015-05-12,"3,891.59","121,042"
2015-05-13,"4,003.06","124,509"
2015-05-14,"3,953.85","122,978"
2015-05-15,"3,999.44","124,396"
2015-05-18,"4,020.60","125,055"
2015-05-19,"3,957.46","123,091"
2015-05-20,"3,998.64","124,372"
2015-05-21,"3,950.51","122,875"
2015-05-22,"3,941.06","122,581"
2015-05-25,"4,020.75","125,059"
2015-05-26,"3,909.65","121,604"
2015-05-27,"3,915.25","121,778"
2015-05-28,"3,902.38","121,378"
2015-05-29,"3,912.10","121,680"
2015-06-01,"3,896.92","121,208"
2015-06-02,"3,921.75","121,980"
2015-06-03,"3,884.41","120,819"
2015-06-04,"3,875.15","120,531"
2015-06-05,"3,847.58","119,673"
2015-06-08,"3,845.78","119,617"
2015-06-09,"3,870.69","120,392"
2015-06-10,"3,874.48","120,510"
2015-06-11,"3,881.34","120,723"
2015-06-12,"3,898.45","121,255"
2015-06-15,"3,911.86","121,672"
2015-06-16,"3,870.89","120,398"
2015-06-17,"3,894.04","121,118"
2015-06-18,"3,921.75","121,980"
2015-06-19,"3,925.97","122,111"
2015-06-22,"3,868.85","120,335"
2015-06-23,"3,906.77","121,514"
2015-06-24,"3,860.31","120,069"
2015-06-25,"3,828.72","119,086"
2015-06-26,"3,843.37","119,542"
2015-06-29,"3,870.82","120,396"
2015-06-30,"3,842.69","119,521"
2015-07-01,"3,835.48","119,297"
2015-07-02,"3,827.36","119,044"
2015-07-03,"3,814.67","118,649"
2015-07-06,"3,808.39","118,454"
2015-07-07,"3,774.30","117,394"
2015-07-08,"3,768.12","117,202"
2015-07-09,"3,782.26","117,641"
2015-07-10,"3,790.69","117,904"
2015-07-13,"3,794.42","118,020"
2015-07-14,"3,755.82","116,819"
2015-07-15,"3,749.71","116,629"
2015-07-16,"3,741.53","116,375"
2015-07-17,"3,703.00","115,176"
2015-07-20,"3,596.71","111,870"
2015-07-21,"3,594.39","111,798"
2015-07-22,"3,556.57","110,622"
2015-07-23,"3,564.26","110,861"
2015-07-24,"3,617.51","112,517"
2015-07-27,"3,600.49","111,988"
2015-07-28,"3,598.62","111,930"
2015-07-29,"3,634.82","113,055"
2015-07-30,"3,584.88","111,502"
2015-07-31,"3,609.78","112,277"
2015-08-03,"3,580.83","111,376"
2015-08-04,"3,575.47","111,210"
2015-08-05,"3,549.89","110,414"
2015-08-06,"3,559.22","110,704"
2015-08-07,"3,593.44","111,768"
2015-08-10,"3,599.17","111,947"
2015-08-11,"3,609.38","112,264"
2015-08-12,"3,745.35","116,493"
2015-08-13,"3,738.46","116,279"
2015-08-14,"3,727.69","115,944"
2015-08-17,"3,755.25","116,801"
2015-08-18,"3,772.92","117,351"
2015-08-19,"3,814.57","118,646"
2015-08-20,"3,889.38","120,973"
2015-08-21,"3,933.03","122,331"
2015-08-24,"3,950.88","122,886"
2015-08-25,"3,929.06","122,208"
2015-08-26,"3,864.57","120,201"
2015-08-27,"3,882.41","120,756"
2015-08-28,"3,857.34","119,977"
2015-08-31,"3,879.44","120,664"
2015-09-01,"3,894.20","121,123"
2015-09-02,"3,858.14","120,001"
2015-09-03,"3,841.72","119,491"
2015-09-04,"3,838.99","119,406"
2015-09-07,"3,820.88","118,843"
2015-09-08,"3,840.43","119,451"
2015-09-09,"3,786.56","117,775"
2015-09-10,"3,782.42","117,646"
2015-09-11,"3,794.63","118,026"
2015-09-14,"3,780.12","117,575"
2015-09-15,"3,794.46","118,021"
2015-09-16,"3,810.61","118,523"
2015-09-17,"3,835.14","119,286"
2015-09-18,"3,853.60","119,860"
2015-09-21,"3,890.21","120,999"
2015-09-22,"3,812.84","118,592"
2015-09-23,"3,854.90","119,901"
2015-09-24,"3,944.91","122,700"
2015-09-25,"3,906.57","121,508"
2015-09-28,"3,851.80","119,804"
2015-09-29,"3,828.36","119,075"
2015-09-30,"3,777.92","117,506"
2015-10-01,"3,786.09","117,760"
2015-10-02,"3,837.63","119,364"
2015-10-05,"3,807.57","118,429"
2015-10-06,"3,858.52","120,013"
2015-10-07,"3,834.61","119,270"
2015-10-08,"3,789.85","117,877"
2015-10-09,"3,855.78","119,928"
2015-10-12,"3,876.12","120,561"
2015-10-13,"3,913.45","121,722"
2015-10-14,"3,933.85","122,356"
2015-10-15,"3,950.55","122,876"
2015-10-16,"3,926.94","122,142"
2015-10-19,"3,903.85","121,423"
2015-10-20,"3,907.44","121,535"
2015-10-21,"3,912.78","121,701"
2015-10-22,"3,946.52","122,750"
2015-10-23,"3,888.78","120,955"
2015-10-26,"3,884.42","120,819"
2015-10-27,"3,900.14","121,308"
2015-10-28,"3,863.60","120,171"
2015-10-29,"3,846.15","119,629"
2015-10-30,"3,840.90","119,465"
2015-11-02,"3,838.43","119,388"
2015-11-03,"3,777.04","117,479"
2015-11-04,"3,763.35","117,053"
2015-11-05,"3,759.94","116,947"
2015-11-06,"3,687.43","114,692"
2015-11-09,"3,739.77","116,320"
2015-11-10,"3,712.15","115,461"
2015-11-11,"3,687.44","114,692"
2015-11-12,"3,654.56","113,670"
2015-11-13,"3,687.35","114,690"
2015-11-16,"3,699.83","115,078"
2015-11-17,"3,665.24","114,002"
2015-11-18,"3,630.56","112,923"
2015-11-19,"3,678.80","114,424"
2015-11-20,"3,671.68","114,202"
2015-11-23,"3,641.51","113,264"
2015-11-24,"3,668.76","114,111"
2015-11-25,"3,664.25","113,971"
2015-11-26,"3,654.37","113,664"
2015-11-27,"3,631.01","112,937"
2015-11-30,"3,650.88","113,555"
2015-12-01,"3,646.78","113,427"
2015-12-02,"3,601.86","112,030"
2015-12-03,"3,525.22","109,647"
2015-12-04,"3,734.45","116,154"
2015-12-07,"3,695.61","114,946"
2015-12-08,"3,683.62","114,573"
2015-12-09,"3,636.23","113,099"
2015-12-10,"3,669.61","114,138"
2015-12-11,"3,694.10","114,899"
2015-12-14,"3,641.54","113,265"
2015-12-15,"3,672.39","114,224"
2015-12-16,"3,647.17","113,440"
2015-12-17,"3,627.29","112,821"
2015-12-18,"3,642.56","113,296"
2015-12-21,"3,651.53","113,575"
2015-12-22,"3,628.26","112,852"
2015-12-23,"3,659.20","113,814"
2015-12-24,"3,646.10","113,407"
2015-12-25,"3,664.64","113,983"
2015-12-28,"3,631.70","112,959"
2015-12-29,"3,660.06","113,841"
2015-12-30,"3,625.90","112,778"
2015-12-31,"3,630.56","112,923"
2016-01-04,"3,676.92","114,365"
2016-01-05,"3,745.87","116,510"
2016-01-06,"3,737.31","116,243"
2016-01-07,"3,795.98","118,068"
2016-01-08,"3,787.51","117,805"
2016-01-11,"3,772.91","117,351"
2016-01-12,"3,733.71","116,131"
2016-01-13,"3,744.83","116,477"
2016-01-14,"3,742.88","116,417"
2016-01-15,"3,789.05","117,853"
2016-01-18,"3,796.13","118,073"
2016-01-19,"3,765.68","117,126"
2016-01-20,"3,859.45","120,042"
2016-01-21,"3,862.76","120,145"
2016-01-22,"3,821.27","118,855"
2016-01-25,"3,851.91","119,808"
2016-01-26,"3,895.99","121,179"
2016-01-27,"3,924.28","122,059"
2016-01-28,"3,903.98","121,427"
2016-01-29,"3,904.86","121,455"
2016-02-01,"3,938.61","122,505"
2016-02-02,"3,949.67","122,848"
2016-02-03,"3,943.56","122,658"
2016-02-04,"4,031.20","125,384"
2016-02-05,"4,085.29","127,067"
2016-02-08,"4,153.80","129,198"
2016-02-09,"4,126.42","128,346"
2016-02-10,"4,184.34","130,148"
2016-02-11,"4,396.24","136,738"
2016-02-12,"4,340.42","135,002"
2016-02-15,"4,248.62","132,147"
2016-02-16,"4,238.05","131,818"
2016-02-17,"4,267.24","132,726"
2016-02-18,"4,337.95","134,925"
2016-02-19,"4,326.99","134,584"
2016-02-22,"4,262.40","132,575"
2016-02-23,"4,351.64","135,351"
2016-02-24,"4,316.96","134,273"
2016-02-25,"4,367.52","135,845"
2016-02-26,"4,321.99","134,429"
2016-02-29,"4,355.68","135,477"
2016-03-01,"4,304.37","133,881"
2016-03-02,"4,280.12","133,126"
2016-03-03,"4,371.36","135,964"
2016-03-04,"4,346.62","135,195"
2016-03-07,"4,345.83","135,170"
2016-03-08,"4,367.08","135,831"
2016-03-09,"4,334.02","134,803"
2016-03-10,"4,367.71","135,851"
2016-03-11,"4,302.14","133,812"
2016-03-13,"4,291.05","133,466"
2016-03-14,"4,266.64","132,707"
2016-03-15,"4,271.71","132,865"
2016-03-16,"4,312.69","134,140"
2016-03-17,"4,324.82","134,517"
2016-03-18,"4,297.44","133,665"
2016-03-21,"4,253.60","132,302"
2016-03-22,"4,285.43","133,292"
2016-03-23,"4,170.17","129,707"
2016-03-24,"4,175.37","129,868"
2016-03-25,"4,173.59","129,813"
2016-03-28,"4,162.67","129,474"
2016-03-29,"4,220.87","131,284"
2016-03-30,"4,187.10","130,233"
2016-03-31,"4,212.30","131,017"
2016-04-01,"4,165.07","129,548"
2016-04-04,"4,136.28","128,653"
2016-04-05,"4,178.13","129,954"
2016-04-06,"4,218.32","131,205"
2016-04-07,"4,263.79","132,619"
2016-04-08,"4,243.64","131,992"
2016-04-11,"4,297.85","133,678"
2016-04-12,"4,297.18","133,657"
2016-04-13,"4,259.92","132,498"
2016-04-14,"4,197.19","130,547"
2016-04-15,"4,238.89","131,844"
2016-04-18,"4,188.08","130,264"
2016-04-19,"4,263.05","132,596"
2016-04-20,"4,249.60","132,177"
2016-04-21,"4,279.09","133,095"
2016-04-22,"4,201.67","130,686"
2016-04-25,"4,228.69","131,527"
2016-04-26,"4,247.33","132,107"
2016-04-27,"4,279.55","133,109"
2016-04-28,"4,333.87","134,799"
2016-04-29,"4,365.77","135,791"
2016-05-02,"4,403.28","136,957"
2016-05-03,"4,428.59","137,744"
2016-05-04,"4,378.50","136,187"
2016-05-05,"4,374.60","136,065"
2016-05-06,"4,413.88","137,287"
2016-05-09,"4,326.49","134,569"
2016-05-10,"4,341.96","135,050"
2016-05-11,"4,380.05","136,235"
2016-05-12,"4,331.46","134,724"
2016-05-13,"4,374.31","136,056"
2016-05-16,"4,378.81","136,196"
2016-05-17,"4,399.86","136,851"
2016-05-18,"4,334.74","134,825"
2016-05-19,"4,348.24","135,245"
2016-05-20,"4,347.50","135,222"
2016-05-23,"4,335.31","134,843"
2016-05-24,"4,272.38","132,886"
2016-05-25,"4,230.35","131,579"
2016-05-26,"4,219.21","131,232"
2016-05-27,"4,180.57","130,030"
2016-05-30,"4,168.81","129,665"
2016-05-31,"4,206.21","130,828"
2016-06-01,"4,208.25","130,891"
2016-06-02,"4,186.89","130,227"
2016-06-03,"4,308.84","134,020"
2016-06-06,"4,294.05","133,560"
2016-06-07,"4,271.18","132,848"
2016-06-08,"4,340.52","135,005"
2016-06-09,"4,358.07","135,551"
2016-06-10,"4,377.29","136,149"
2016-06-13,"4,467.22","138,946"
2016-06-14,"4,442.46","138,176"
2016-06-15,"4,434.92","137,941"
2016-06-16,"4,420.33","137,488"
2016-06-17,"4,492.00","139,717"
2016-06-20,"4,472.19","139,101"
2016-06-21,"4,389.88","136,541"
2016-06-22,"4,392.67","136,627"
2016-06-23,"4,345.63","135,164"
2016-06-24,"4,656.10","144,821"
2016-06-27,"4,632.99","144,102"
2016-06-28,"4,603.59","143,188"
2016-06-29,"4,591.99","142,827"
2016-06-30,"4,590.66","142,785"
2016-07-01,"4,651.19","144,668"
2016-07-04,"4,674.74","145,401"
2016-07-05,"4,707.49","146,419"
2016-07-06,"4,734.25","147,251"
2016-07-07,"4,725.43","146,977"
2016-07-08,"4,735.00","147,275"
2016-07-11,"4,682.89","145,654"
2016-07-12,"4,603.52","143,185"
2016-07-13,"4,631.13","144,044"
2016-07-14,"4,595.60","142,939"
2016-07-15,"4,616.36","143,585"
2016-07-18,"4,582.95","142,546"
2016-07-19,"4,601.73","143,130"
2016-07-20,"4,549.12","141,494"
2016-07-21,"4,601.19","143,113"
2016-07-22,"4,563.56","141,942"
2016-07-25,"4,556.97","141,738"
2016-07-26,"4,568.56","142,098"
2016-07-27,"4,655.83","144,812"
2016-07-28,"4,608.94","143,354"
2016-07-29,"4,655.37","144,798"
2016-08-01,"4,645.79","144,500"
2016-08-02,"4,682.35","145,637"
2016-08-03,"4,678.81","145,527"
2016-08-04,"4,687.94","145,811"
2016-08-05,"4,588.78","142,727"
2016-08-08,"4,591.32","142,806"
2016-08-09,"4,611.44","143,432"
2016-08-10,"4,619.02","143,668"
2016-08-11,"4,602.44","143,152"
2016-08-12,"4,594.02","142,890"
2016-08-15,"4,636.25","144,204"
2016-08-16,"4,623.50","143,807"
2016-08-17,"4,631.89","144,068"
2016-08-18,"4,652.99","144,724"
2016-08-19,"4,625.89","143,881"
2016-08-22,"4,627.93","143,945"
2016-08-23,"4,615.01","143,543"
2016-08-24,"4,570.64","142,163"
2016-08-25,"4,557.06","141,740"
2016-08-26,"4,557.35","141,750"
2016-08-29,"4,574.98","142,298"
2016-08-30,"4,522.93","140,679"
2016-08-31,"4,508.41","140,227"
2016-09-01,"4,531.82","140,955"
2016-09-02,"4,556.47","141,722"
2016-09-05,"4,558.74","141,793"
2016-09-06,"4,621.56","143,747"
2016-09-07,"4,595.78","142,945"
2016-09-08,"4,573.24","142,244"
2016-09-09,"4,560.68","141,853"
2016-09-12,"4,568.49","142,096"
2016-09-13,"4,538.78","141,172"
2016-09-14,"4,551.51","141,568"
2016-09-15,"4,529.30","140,877"
2016-09-16,"4,517.54","140,511"
2016-09-19,"4,525.49","140,759"
2016-09-20,"4,534.62","141,042"
2016-09-21,"4,628.23","143,954"
2016-09-22,"4,610.12","143,391"
2016-09-23,"4,586.99","142,671"
2016-09-26,"4,587.51","142,687"
2016-09-27,"4,539.04","141,180"
2016-09-28,"4,518.16","140,530"
2016-09-29,"4,542.61","141,291"
2016-09-30,"4,491.74","139,709"
2016-10-03,"4,490.74","139,677"
2016-10-04,"4,340.13","134,993"
2016-10-05,"4,323.00","134,460"
2016-10-06,"4,303.55","133,855"
2016-10-07,"4,316.33","134,253"
2016-10-10,"4,289.73","133,426"
2016-10-11,"4,289.79","133,427"
2016-10-12,"4,297.96","133,682"
2016-10-13,"4,338.02","134,927"
2016-10-14,"4,291.77","133,489"
2016-10-17,"4,318.56","134,322"
2016-10-18,"4,341.13","135,024"
2016-10-19,"4,354.04","135,426"
2016-10-20,"4,343.65","135,103"
2016-10-21,"4,358.80","135,574"
2016-10-24,"4,346.28","135,184"
2016-10-25,"4,382.61","136,314"
2016-10-26,"4,351.01","135,332"
2016-10-27,"4,362.05","135,675"
2016-10-28,"4,411.14","137,202"
2016-10-31,"4,364.84","135,762"
2016-11-01,"4,434.19","137,919"
2016-11-02,"4,457.84","138,654"
2016-11-03,"4,472.60","139,113"
2016-11-04,"4,470.73","139,055"
2016-11-07,"4,400.00","136,855"
2016-11-08,"4,371.88","135,981"
2016-11-09,"4,369.93","135,920"
2016-11-10,"4,314.13","134,185"
2016-11-11,"4,234.11","131,696"
2016-11-14,"4,217.86","131,190"
2016-11-15,"4,278.31","133,070"
2016-11-16,"4,273.00","132,905"
2016-11-17,"4,242.95","131,970"
2016-11-18,"4,237.98","131,816"
2016-11-21,"4,251.59","132,239"
2016-11-22,"4,253.48","132,298"
2016-11-23,"4,185.99","130,199"
2016-11-24,"4,186.73","130,222"
2016-11-25,"4,171.22","129,740"
2016-11-28,"4,220.49","131,272"
2016-11-29,"4,198.37","130,584"
2016-11-30,"4,131.39","128,501"
2016-12-01,"4,121.06","128,179"
2016-12-02,"4,132.06","128,521"
2016-12-05,"4,109.59","127,823"
2016-12-06,"4,088.65","127,171"
2016-12-07,"4,090.90","127,241"
2016-12-08,"4,054.01","126,094"
2016-12-09,"4,018.29","124,983"
2016-12-11,"4,016.15","124,916"
2016-12-12,"4,036.08","125,536"
2016-12-13,"4,024.08","125,163"
2016-12-14,"3,971.81","123,537"
2016-12-15,"3,938.34","122,496"
2016-12-16,"3,953.30","122,961"
2016-12-19,"3,971.30","123,521"
2016-12-20,"3,962.23","123,239"
2016-12-21,"3,946.48","122,749"
2016-12-22,"3,950.30","122,868"
2016-12-23,"3,955.74","123,037"
2016-12-26,"3,957.50","123,092"
2016-12-27,"3,986.85","124,005"
2016-12-28,"4,003.12","124,511"
2016-12-29,"4,056.58","126,174"
2016-12-30,"4,021.28","125,076"
2017-01-02,"4,022.69","125,120"
2017-01-03,"4,073.23","126,692"
2017-01-04,"4,074.82","126,741"
2017-01-05,"4,125.72","128,324"
2017-01-06,"4,101.37","127,567"
2017-01-09,"4,145.60","128,942"
2017-01-10,"4,163.67","129,505"
2017-01-11,"4,189.55","130,309"
2017-01-12,"4,187.92","130,259"
2017-01-13,"4,202.72","130,719"
2017-01-16,"4,216.42","131,145"
2017-01-17,"4,255.60","132,364"
2017-01-18,"4,216.89","131,160"
2017-01-19,"4,224.26","131,389"
2017-01-20,"4,242.27","131,949"
2017-01-23,"4,272.32","132,884"
2017-01-24,"4,239.77","131,872"
2017-01-25,"4,203.59","130,746"
2017-01-26,"4,162.12","129,456"
2017-01-27,"4,173.41","129,807"
2017-01-30,"4,178.46","129,965"
2017-01-31,"4,223.72","131,372"
2017-02-01,"4,203.84","130,754"
2017-02-02,"4,216.92","131,161"
2017-02-03,"4,224.31","131,391"
2017-02-06,"4,271.65","132,863"
2017-02-07,"4,275.59","132,986"
2017-02-08,"4,296.72","133,643"
2017-02-09,"4,231.27","131,607"
2017-02-10,"4,242.90","131,969"
2017-02-13,"4,224.20","131,387"
2017-02-14,"4,230.84","131,594"
2017-02-15,"4,242.95","131,971"
2017-02-16,"4,275.00","132,967"
2017-02-17,"4,256.73","132,399"
2017-02-20,"4,262.74","132,586"
2017-02-21,"4,254.78","132,338"
2017-02-22,"4,264.41","132,638"
2017-02-23,"4,294.86","133,585"
2017-02-24,"4,321.35","134,409"
2017-02-27,"4,301.87","133,803"
2017-02-28,"4,285.37","133,290"
2017-03-01,"4,294.01","133,559"
2017-03-02,"4,235.05","131,725"
2017-03-03,"4,242.22","131,948"
2017-03-06,"4,206.80","130,846"
2017-03-07,"4,169.09","129,673"
2017-03-08,"4,145.77","128,948"
2017-03-09,"4,123.14","128,244"
2017-03-10,"4,123.92","128,268"
2017-03-13,"4,123.47","128,254"
2017-03-14,"4,066.24","126,474"
2017-03-15,"4,120.88","128,174"
2017-03-16,"4,131.42","128,501"
2017-03-17,"4,141.33","128,810"
2017-03-20,"4,148.29","129,026"
2017-03-21,"4,178.64","129,970"
2017-03-22,"4,206.26","130,829"
2017-03-23,"4,199.20","130,610"
2017-03-24,"4,187.27","130,239"
2017-03-27,"4,199.89","130,631"
2017-03-28,"4,191.55","130,372"
2017-03-29,"4,182.81","130,100"
2017-03-30,"4,151.99","129,141"
2017-03-31,"4,173.49","129,810"
2017-04-03,"4,192.98","130,416"
2017-04-04,"4,203.27","130,736"
2017-04-05,"4,191.73","130,377"
2017-04-06,"4,162.26","129,461"
2017-04-07,"4,143.30","128,871"
2017-04-10,"4,166.32","129,587"
2017-04-11,"4,227.11","131,478"
2017-04-12,"4,281.99","133,185"
2017-04-13,"4,267.31","132,728"
2017-04-14,"4,260.38","132,513"
2017-04-17,"4,258.62","132,458"
2017-04-18,"4,284.63","133,267"
2017-04-19,"4,250.50","132,205"
2017-04-20,"4,259.48","132,485"
2017-04-21,"4,267.70","132,740"
2017-04-24,"4,228.05","131,507"
2017-04-25,"4,178.65","129,970"
2017-04-26,"4,184.85","130,163"
2017-04-27,"4,172.60","129,782"
2017-04-28,"4,197.31","130,551"
2017-05-01,"4,159.06","129,361"
2017-05-02,"4,151.86","129,137"
2017-05-03,"4,086.80","127,114"
2017-05-04,"4,053.81","126,088"
2017-05-05,"4,064.43","126,418"
2017-05-08,"4,056.09","126,159"
2017-05-09,"4,062.55","126,359"
2017-05-10,"4,055.00","126,125"
2017-05-11,"4,057.11","126,190"
2017-05-12,"4,066.51","126,483"
2017-05-15,"4,060.10","126,283"
2017-05-16,"4,077.88","126,836"
